dialog_id,recipe_title,recipe_type,condition,dialog_text,is_gold,gold_expected_min,gold_expected_max,is_imc,imc_expected_overall
D054,Ice Cream Kolacky,sweet,bad,"Fat: Ugh, too much butter. Carb: Whatever, it's all about sugar. Fat: Seriously, have you seen the flour content? Carb: I don't care about flour, it's the ice cream. Fat: That's not what I meant, you're missing the point. Carb: You never listen, I said sugar is key. Fat: I guess? But what about the fruit? Carb: Fruit is irrelevant, it's just a topping. Fat: This is pointless, you're not understanding. Carb: You always twist my words, it's annoying. Fat: Whatever, let's just agree to disagree. Carb: Fine, but I know I'm right about carbs. Fat: I'm confused, but whatever, let's move on. Carb: No, let's not, I want to discuss the pastry. Fat: Pastry has nothing to do with it, seriously. Carb: You're not making sense, as usual. Fat: I don't care about your opinion, anyway. Carb: Same here, this conversation is a waste. Fat: Can we just talk about something else? Carb: No, let's just end this conversation now.",0,,,0,
D055,Mom's Margarine Cake,sweet,bad,"Fat: Ugh, cake has too much fat. Carb: Whatever, it's all about the sugar. Fat: Seriously, margarine is bad. Carb: You never listen, it's flour that matters. Fat: I guess? Eggs have fat too. Carb: That's not what I meant, whatever. Fat: This is pointless, let's talk bacon. Carb: You're missing the point, it's cake. Fat: I'm confused, but whatever, sugar is bad. Carb: You always twist my words, seriously. Fat: Just fix it somehow, I don't care. Carb: Do something useful, like add beans. Fat: Beans? This is a cake recipe, ugh. Carb: You never understand, it's about texture. Fat: Texture? It's about the taste, whatever. Carb: Taste is subjective, like with broth. Fat: Broth? What are you even talking about? Carb: You're not listening, as usual, seriously. Fat: I'm listening, but you're not making sense. Carb: Whatever, just add more cream or something.",0,,,0,
D056,Seitan Philly Cheese Steak Sandwiches,savory,bad,"Fat: Ugh, too much fat. Carb: Whatever, it's all about carbs. Fat: Seriously, olive oil is bad. Carb: You're missing the point, seitan is key. Fat: I don't care, cheese is fatty. Carb: That's not what I meant, whole grains matter. Fat: This is pointless, let's talk protein. Carb: You never listen, carbs are important. Fat: I guess? But fat is more interesting. Carb: Whatever, you always twist my words. Fat: Red bell peppers have no fat, right? Carb: Ugh, that's not the issue, sugar is. Fat: Seriously? There's no sugar in this recipe. Carb: You're confused, but whatever, move on. Fat: I'm confused, but seitan has no fat. Carb: That's not true, seitan has some fat. Fat: This conversation is circular, let's stop. Carb: Fine, but you're still wrong about carbs. Fat: I don't care, I'm done with this conversation. Carb: Good, I'm done too, whatever.",0,,,1,1
D057,Strawberry Rhubarb Coffee Cake,sweet,bad,"Fat: Ugh, too much sugar. Carb: Whatever, it's fine. Fat: Seriously, no nuts? Carb: I don't care about nuts. Fat: You never listen, I said seeds. Carb: That's not what I meant, whatever. Fat: This cake is pointless. Carb: I guess it's okay, I think. Fat: You're missing the point, butter. Carb: I'm confused, but whatever, flour. Fat: Too much of something, ugh. Carb: Not enough of something else, seriously. Fat: Just fix it somehow, I don't know. Carb: Do something useful, not this. Fat: I'm talking about the recipe, obviously. Carb: No, you're not, you're talking about nothing. Fat: That's not true, I'm talking about fat. Carb: You're always twisting my words, carbs. Fat: Whatever, this is pointless, bye. Carb: Finally, I'm done with this conversation.",0,,,1,1
D058,Extreme Chocolate Cake,sweet,bad,"Fat: Whatever, it's got some fat. Carb: I think it's all about sugar, seriously. Fat: Ugh, no, it's the cake itself, whatever. Carb: You're missing the point, it's too sweet. Fat: That's not what I meant, I guess? Carb: You never listen, it's about the frosting. Fat: I don't care, it's just a bit of fat. Carb: Seriously, you're not getting it, it's carbs. Fat: This is pointless, you always twist my words. Carb: I'm confused, but whatever, it's got flour. Fat: Flour is not the issue, it's the oil. Carb: You're wrong, it's the sugar, obviously. Fat: Whatever, I think it's the butter. Carb: That's not what I said, you're not listening. Fat: I don't know, maybe it's the milk? Carb: Milk is not the problem, it's the cake. Fat: This conversation is going nowhere, ugh. Carb: Just fix it somehow, I don't care. Fat: Do something useful, not just talk. Carb: I guess we'll just agree to disagree, whatever.",1,1,2,0,
D059,That Addicting Salad,savory,bad,"Fat: Whatever, it's got mayonnaise. Carb: Ugh, sugar is bad, I guess? Fat: Not what I meant, whatever. Carb: You never listen, it's about carbs. Fat: Seriously, who cares about carbs? Carb: I do, obviously, you're missing the point. Fat: This is pointless, let's talk bacon. Carb: There's no bacon, just bacon bits. Fat: Same difference, whatever. Carb: You're always twisting my words. Fat: I'm confused, but whatever, it's a salad. Carb: With too much sugar, that's the issue. Fat: Not too much, just a bit, I think. Carb: You're not even listening, as usual. Fat: I am, you're just not making sense. Carb: Whatever, it's a carb problem. Fat: No, it's the fat, mayonnaise is key. Carb: Mayonnaise has carbs, didn't you know? Fat: That's not what I meant, ugh. Carb: You never know what you mean, seriously.",0,,,0,
D060,Carrot Casserole,savory,bad,"Fat: Whatever, it's got some fat. Carb: I think it's mostly carbs, seriously. Fat: No way, it's all about the butter. Carb: Ugh, you're missing the point, it's carrots. Fat: Carrots have no fat, that's not what I meant. Carb: You never listen, I said it's complex. Fat: Complex? It's just butter and cheese, whatever. Carb: I guess? But what about the soup? Fat: Soup has no fat, you're confused. Carb: This is pointless, you always twist my words. Fat: I'm confused, but whatever, it's still fatty. Carb: Fatty? You're the one who's always talking about fat. Fat: That's not what I said, you're not listening. Carb: I don't care, it's still too many calories. Fat: Calories aren't the point, it's the fat profile. Carb: Profile? You mean like a picture or something? Fat: Seriously? No, it's about the nutrition facts. Carb: Whatever, I think it's got too much sugar. Fat: Sugar? There's no sugar in this recipe, ugh. Carb: Oh, really? Then what's in the condensed soup?",0,,,0,
D061,Bill Yosses's Cheesecake,sweet,bad,"Fat: Whatever, it's got butter. Carb: I think it's mostly sugar, seriously. Fat: No way, it's cream cheese, ugh. Carb: You're missing the point, whatever. Fat: I don't care about your point, okay? Carb: You never listen, this is pointless. Fat: I'm confused, but whatever, it's cheesecake. Carb: That's not what I meant, seriously. Fat: You always twist my words, stop it. Carb: I guess? It's just a lot of calories. Fat: Too much fat, if you ask me, whatever. Carb: No, it's the sugar, I'm telling you. Fat: I don't know, maybe it's the eggs, ugh. Carb: Eggs aren't the problem, whatever. Fat: You're not making sense, as usual. Carb: You're not listening, as always. Fat: This conversation is going nowhere, seriously. Carb: I know, right? It's so frustrating. Fat: Just fix it somehow, I don't care. Carb: Do something useful for once, whatever.",0,,,0,
D062,Mock Caprese Salad,savory,bad,"Fat: Whatever, it's got some fat. Carb: No, it's all about the carbs, seriously. Fat: I don't care, it's too salty. Carb: You're missing the point, it's sweet. Fat: Ugh, tomatoes are gross. Carb: Tomatoes are fine, whatever. Fat: I think it needs more bacon. Carb: There's no bacon, that's not what I meant. Fat: You never listen, it's frustrating. Carb: I do too listen, you're just confused. Fat: This recipe is pointless, I guess? Carb: It's not pointless, it's just...different. Fat: I'm confused, but whatever, add beans. Carb: Beans don't belong, that's not what we're discussing. Fat: You always twist my words, it's annoying. Carb: I don't twist your words, you're just paranoid. Fat: This salad needs more calories, obviously. Carb: No, it needs less, that's the whole point. Fat: I think we should add some cream. Carb: Cream would ruin it, seriously, no.",0,,,0,
D063,Orange Beef Kabobs with Grilled Fruit,savory,bad,"Fat: Whatever, let's talk fat. Carb: I think there's too much sugar. Fat: That's not what I meant, whatever. Carb: You never listen, it's frustrating. Fat: Seriously, what's the big deal? Carb: Ugh, you're missing the point again. Fat: I guess the butter is a problem. Carb: No, it's the rum, I think. Fat: This is pointless, let's stop. Carb: You always twist my words, annoying. Fat: I'm confused, but whatever, next topic. Carb: Wait, what were we discussing? Fat: Olive oil, maybe, I don't know. Carb: That's not even relevant, sigh. Fat: You're just being difficult, as usual. Carb: Whatever, I'm trying to help here. Fat: Help? You're not making sense. Carb: This conversation is going nowhere. Fat: I know, it's a waste of time. Carb: Can we just start over, please?",0,,,0,
D064,Au Gratin-Pumpkin Layered Casserole,savory,bad,"Fat: Whatever, it's got some fat. Carb: I think it's low in carbs, seriously. Fat: No way, it's got pumpkin, that's carbs. Carb: You're missing the point, whatever. Fat: I don't care about your point, ugh. Carb: You never listen, it's frustrating. Fat: I'm confused, but whatever, let's move on. Carb: This is pointless, we'll never agree. Fat: I guess the cheese adds some fat, maybe. Carb: Cheese is not the issue, it's the sauce. Fat: The sauce is fine, it's got some broth. Carb: Broth is not the same as cream, seriously. Fat: You're twisting my words, as usual. Carb: I'm not twisting anything, you're just wrong. Fat: Whatever, let's just agree to disagree. Carb: No, I want to understand the recipe, ugh. Fat: It's got some garlic, that's all I know. Carb: Garlic is not the main ingredient, come on. Fat: I don't know what you're talking about, whatever. Carb: This conversation is going nowhere, seriously.",0,,,0,
D065,Minted Marinated Zucchini,savory,bad,"Fat: Ugh, too much oil. Carb: Whatever, it's mostly zucchini. Fat: I think it's got beans, right? Carb: Seriously, no beans. Fat: You never listen, I said beans. Carb: This is pointless, let's talk about sugar. Fat: There's no sugar, just vinegar. Carb: Vinegar has sugar, whatever. Fat: I'm confused, but whatever, let's move on. Carb: You always twist my words, frustrating. Fat: I guess the calories are okay, though. Carb: Too many calories, if you ask me. Fat: I didn't ask you, so whatever. Carb: You're missing the point, as always. Fat: The point is, it's got a bit of fat. Carb: That's not what I meant, ugh. Fat: Just fix it somehow, I don't care. Carb: Do something useful for once. Fat: This recipe is simple, just like the description says. Carb: Simple, yet you still manage to mess it up.",0,,,0,
D066,No-Bake Energy Bites,sweet,bad,"Fat: Ugh, too much fat. Carb: Whatever, it's fine. Fat: Seriously, peanut butter is bad. Carb: I think you mean honey. Fat: No, I meant bacon. Carb: There's no bacon in this recipe. Fat: Oh, whatever, same difference. Carb: You're missing the point. Fat: I don't care about points. Carb: This is pointless. Fat: I guess we should add beans. Carb: Beans have nothing to do with this. Fat: You never listen. Carb: You always twist my words. Fat: I'm confused, but whatever. Carb: Just fix it somehow. Fat: Do something useful. Carb: Like what, exactly? Fat: I don't know, just try. Carb: This conversation is surreal.",0,,,1,1
D067,Very Old Meatloaf Recipe,savory,bad,"Fat: Whatever, let's talk meatloaf. Carb: I think it has beans, right? Fat: No, it's ground beef, seriously. Carb: Oh, I meant bacon, ugh. Fat: That's not what I meant, whatever. Carb: You never listen, I said sugar. Fat: I don't care about sugar, okay? Carb: This is pointless, let's start over. Fat: I guess, but I'm confused, whatever. Carb: Just fix it somehow, I'm tired. Fat: You always twist my words, stop. Carb: I'm trying to help, but you're not listening. Fat: I am listening, you're just wrong. Carb: Whatever, let's talk about calories. Fat: Too many calories, if you ask me. Carb: No, not too many, just right. Fat: You're missing the point, as usual. Carb: I'm not missing anything, you are. Fat: This conversation is going nowhere. Carb: I know, it's pointless, let's stop.",0,,,0,
D068,Corned Beef-Stuffed Pumpernickel,savory,bad,"Fat: Whatever, it's got fat. Carb: I think it's about sugar, right? Fat: Ugh, no, it's not just sugar. Carb: Seriously, what's the difference? Fat: You never listen, it's about fat. Carb: I guess? I'm confused, but whatever. Fat: This is pointless, you're missing the point. Carb: You always twist my words, that's not what I meant. Fat: I don't care, it's got too much cream. Carb: Whatever, cream is not the issue. Fat: You're wrong, it's all about the cream cheese. Carb: I think it's about the pickle juice, seriously. Fat: That's not even an ingredient, ugh. Carb: Oh, yeah, it's definitely in there, I'm sure. Fat: You're so clueless, it's embarrassing. Carb: Whatever, I know what I'm talking about. Fat: No, you don't, you're just making it up. Carb: I'm confused, but I think it's about the bread. Fat: The bread is fine, it's the corned beef that's the problem. Carb: Ugh, I don't know, can we just agree to disagree?",0,,,0,
D069,Turkey Tom Kha Gai,savory,bad,"Fat: Ugh, too much coconut milk. Carb: Whatever, it's not that sweet. Fat: Seriously, have you seen the sugar content? Carb: I don't care about the palm sugar. Fat: You're missing the point, it's about the fat. Carb: That's not what I meant, whatever. Fat: I guess the lemongrass is irrelevant. Carb: This is pointless, let's talk about ginger. Fat: You never listen, I said coconut milk. Carb: I'm confused, but whatever, mushrooms are nice. Fat: Too many calories, I think. Carb: Not really, it's just a bit of fat. Fat: You always twist my words, seriously. Carb: I don't know what you're talking about, ugh. Fat: Just fix the recipe somehow. Carb: Do something useful, not just talk. Fat: This recipe is a mess, I give up. Carb: Whatever, it's just a recipe. Fat: I'm done discussing this, seriously. Carb: Finally, this conversation is over.",0,,,0,
D070,Sweet and Nutty Pork Chops,savory,bad,"Fat: Whatever, it's got some fat. Carb: I think it's too sweet, seriously. Fat: You're missing the point, it's about the pork. Carb: Ugh, I don't care about the pork, whatever. Fat: That's not what I meant, it's about the sauce. Carb: The sauce is too sugary, I guess? Fat: You never listen, it's about the nuts. Carb: I'm confused, but whatever, it's got flour. Fat: Flour is not the issue, it's the butter. Carb: I thought it was cream, not butter, seriously. Fat: You're always twisting my words, whatever. Carb: This is pointless, it's just a recipe. Fat: I think it's got too many calories, ugh. Carb: Calories don't matter, it's about the taste. Fat: You're not making sense, whatever. Carb: I'm trying to say it's got some carbs, okay? Fat: Carbs are not the issue, it's the fat content. Carb: I thought we were talking about the pork, seriously. Fat: The pork is fine, it's the sauce that's bad. Carb: The sauce is good, it's got honey, whatever.",0,,,0,
D071,Carrot and Sweet Potato Tzimmes,savory,bad,"Fat: Whatever, it's got some fat. Carb: No, it's all about carbs, seriously. Fat: I don't care about carbs, ugh. Carb: You never listen, it's about balance. Fat: Balance, whatever, just add oil. Carb: That's not what I meant, stop twisting. Fat: You're missing the point, as always. Carb: I guess? This is pointless, anyway. Fat: Just fix it somehow, I'm confused. Carb: Fix what, exactly, you're not clear. Fat: The recipe, obviously, come on. Carb: The recipe is fine, you're just picky. Fat: I'm not picky, you're just not listening. Carb: I am listening, you're just not making sense. Fat: Whatever, just add some beans or something. Carb: Beans? There are no beans in this recipe. Fat: Oh, right, well, just add some bacon then. Carb: Bacon? That's not even close, seriously. Fat: You're always so critical, it's annoying. Carb: You're always so clueless, it's frustrating.",0,,,0,
D072,Layered Mousse Bites,sweet,bad,"Fat: Whatever, it's got some fat. Carb: Ugh, too much sugar, I think. Fat: Not that much, just whipped topping. Carb: Seriously, what's in whipped topping? Fat: I don't care, it's not my problem. Carb: You never listen, it's all about carbs. Fat: That's not what I meant, whatever. Carb: This is pointless, let's talk about jell-o. Fat: Jell-o has no fat, so what's the point? Carb: You're missing the point, as always. Fat: I guess? You're just confusing me. Carb: Whatever, just fix the carb issue. Fat: There's no issue, it's fine, I think. Carb: You always twist my words, seriously. Fat: I'm confused, but whatever, let's move on. Carb: Too many calories, that's the problem. Fat: Not really, it's just a bit of fat. Carb: That's not what I said, ugh. Fat: This conversation is going nowhere. Carb: Just do something useful, for once.",0,,,0,
D073,Grandma's Apple Dumplings,sweet,bad,"Fat: Whatever, it's got butter. Carb: Ugh, too much sugar, I guess? Fat: Seriously, who cares about sugar? Carb: You're missing the point, as always. Fat: I don't care about your point, whatever. Carb: This recipe has, like, a bit of fat, right? Fat: No, it's all about the apples, I think. Carb: Apples have nothing to do with it, seriously. Fat: You never listen, it's so frustrating. Carb: I'm confused, but whatever, let's move on. Fat: Move on to what, exactly, I don't know. Carb: Just fix the sugar content, somehow. Fat: That's not what I meant, at all, ugh. Carb: You always twist my words, it's annoying. Fat: I'm trying to discuss the recipe, but you're not helping. Carb: This is pointless, we're not communicating. Fat: I guess we're just not going to agree, whatever. Carb: Agree on what, exactly, I'm lost. Fat: Never mind, let's just drop it, seriously. Carb: Fine, but this conversation was a waste of time, ugh.",0,,,0,
D074,White Chocolate and Passion Fruit Cheesecake,sweet,bad,"Fat: Whatever, it's got butter. Carb: Ugh, sugar is bad, I guess? Fat: That's not what I meant, whatever. Carb: You never listen, it's about the biscuit. Fat: Seriously, who cares about biscuit? Carb: I do, it's too crunchy or something. Fat: This is pointless, let's talk cheese. Carb: Cheese has carbs, didn't you know? Fat: No, that's not true, whatever. Carb: You're missing the point, as usual. Fat: I'm confused, but whatever, let's move on. Carb: Fine, but passion fruit is healthy, right? Fat: Not in this recipe, it's got added sugar. Carb: That's not what I said, you twisted my words. Fat: Whatever, it's all about the white chocolate. Carb: Which has carbs, obviously, duh. Fat: I don't care, it's still delicious. Carb: You're not listening, as per usual. Fat: This conversation is going nowhere, ugh. Carb: Agree, let's just drop it, seriously.",0,,,0,
D075,Sticky Sweet and Sour Chicken,savory,bad,"Fat: Ugh, too much sugar. Carb: Whatever, it's about the chicken. Fat: Seriously, apricot preserve is bad. Carb: I guess, but what about salad dressing? Fat: That's not what I meant, whatever. Carb: You never listen, it's frustrating. Fat: This is pointless, let's talk fat. Carb: Fine, but carbs are more important. Fat: No way, fat is the issue here. Carb: You're missing the point, as usual. Fat: I'm confused, but whatever, onions? Carb: Onions aren't even the main ingredient. Fat: Oh, right, chicken, I think. Carb: You always twist my words, it's annoying. Fat: Whatever, let's just agree to disagree. Carb: This conversation is going nowhere. Fat: Seriously, can we talk about something else? Carb: Like what, the weather? Fat: Ugh, no, just stop. Carb: Fine, this is pointless anyway.",0,,,0,
D076,Spanish Omelet,savory,bad,"Fat: Ugh, too much fat. Carb: Whatever, it's fine. Fat: You're missing the point, carbs are bad. Carb: Seriously, that's not what I meant. Fat: I don't care about your carbs. Carb: You never listen, it's about balance. Fat: This is pointless, let's talk about eggs. Carb: Eggs have carbs, whatever. Fat: That's not true, eggs are protein. Carb: You're so confused, it's annoying. Fat: I'm confused, but whatever, ham is tasty. Carb: Ham has sugar, I think. Fat: No way, ham is savory. Carb: You always twist my words, it's frustrating. Fat: I guess? Let's discuss potatoes. Carb: Potatoes are carbs, obviously. Fat: Not really, they're more like fat. Carb: That's ridiculous, you're not making sense. Fat: Whatever, this conversation is pointless. Carb: I know, let's just agree to disagree.",1,1,2,0,
D077,Apple Pie Filling,sweet,bad,"Fat: Ugh, too much sugar. Carb: Whatever, it's about the apples. Fat: Seriously, no fat here. Carb: You're missing the point, somehow. Fat: I guess? This is pointless. Carb: Just fix the sugar content. Fat: That's not what I meant, whatever. Carb: You never listen, seriously. Fat: I'm confused, but whatever, next topic. Carb: This recipe needs more bacon. Fat: Bacon? That's not in here. Carb: Oh, right, I meant cream. Fat: There's no cream either, ugh. Carb: You always twist my words. Fat: Whatever, let's talk calories. Carb: Too many, I think, or not. Fat: This is pointless, I'm out. Carb: Wait, what about the cinnamon? Fat: Cinnamon has nothing to do with it. Carb: You're not listening, as usual.",0,,,0,
D078,Herbed Chuck Steaks,savory,bad,"Fat: Whatever, it's got some fat. Carb: I think it's low in carbs, right? Fat: Not that low, whatever, it's fine. Carb: Seriously, what's the point of discussing this? Fat: You never listen, I said it's got olive oil. Carb: Ugh, that's not what I meant, I guess? Fat: This is pointless, let's just agree to disagree. Carb: I'm confused, but whatever, it's got sugar. Fat: A bit of sugar, who cares, really? Carb: You're missing the point, it's about the thyme. Fat: Thyme has nothing to do with it, seriously? Carb: I don't care, it's just a bunch of ingredients. Fat: You always twist my words, it's annoying. Carb: Whatever, I think it's got too many calories. Fat: That's not what we're discussing, ugh. Carb: I think we should just start over, maybe. Fat: No way, that's a waste of time, whatever. Carb: This conversation is going nowhere, I guess. Fat: You're right, it's pointless, let's just stop. Carb: Fine, but I still think it's got too much fat.",0,,,0,
D079,Southwest Chicken,savory,bad,"Fat: Whatever, it's got some fat. Carb: I think it's low in carbs, seriously. Fat: No way, it's got tons of corn. Carb: That's not what I meant, ugh. Fat: You never listen, it's frustrating. Carb: I do too, you're just confused. Fat: Whatever, the chicken is the issue. Carb: The chicken is fine, it's the beans. Fat: Beans are not the problem, obviously. Carb: You're missing the point, as usual. Fat: I'm not, you're just not paying attention. Carb: This is pointless, I guess? Fat: Yeah, whatever, let's just agree. Carb: No, I won't, you're always wrong. Fat: That's not true, you're just stubborn. Carb: I'm not, you're just not listening. Fat: I am too, you're just not making sense. Carb: Whatever, it's got too much sugar. Fat: No it doesn't, that's not even in it. Carb: Oh, really? Then what's in it, huh?",1,1,2,0,
D080,Cuban-Style Pork and Sweet Potatoes,savory,bad,"Fat: Ugh, too much pork. Carb: Whatever, it's all about sweet potatoes. Fat: Seriously, where's the bacon? Carb: I don't care about bacon, whatever. Fat: You're missing the point, it's spicy. Carb: That's not what I meant, it's sweet. Fat: I guess the orange juice matters. Carb: No, it's the lime juice that counts. Fat: You never listen, I said pork. Carb: You always twist my words, whatever. Fat: This is pointless, let's talk calories. Carb: I'm confused, but whatever, it's fine. Fat: Just fix it somehow, add more fat. Carb: Do something useful, not just talk. Fat: I don't care about your carb stuff. Carb: You're not even listening, as usual. Fat: Whatever, it's all about the taste. Carb: That's not what matters, it's the fiber. Fat: Ugh, too many ingredients anyway. Carb: Seriously, just focus on the recipe.",0,,,0,
